,MLP (ADAM),MLP (SGD)
14,"{'solver': 'adam', 'learning_rate_init': 1.5702877837418814, 'activation': 'relu', 'hidden_layer_sizes': (199,), 'alpha': 0.48692256820437196, 'max_iter': 439, 'batch_size': 827, 'shuffle': False, 'beta_1': 0.44137655419517324, 'beta_2': 0.4934698588621815}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.6886845054812403, 'activation': 'tanh', 'hidden_layer_sizes': (30, 113, 106), 'alpha': 0.8402130909298593, 'max_iter': 396, 'batch_size': 277, 'shuffle': False, 'momentum': 0.1524833320579369, 'nesterovs_momentum': True}"
15,"{'solver': 'adam', 'learning_rate_init': 0.06900694545156388, 'activation': 'tanh', 'hidden_layer_sizes': (31,), 'alpha': 9.79890143467581, 'max_iter': 266, 'batch_size': 466, 'shuffle': False, 'beta_1': 0.44348967577052295, 'beta_2': 0.8962986133891631}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.07517668974527895, 'activation': 'relu', 'hidden_layer_sizes': (151, 189, 114, 14, 14), 'alpha': 5.08572036442578, 'max_iter': 157, 'batch_size': 891, 'shuffle': True, 'momentum': 0.09573002079411472, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 0.2854058780141251, 'activation': 'tanh', 'hidden_layer_sizes': (7,), 'alpha': 5.493445246905628, 'max_iter': 284, 'batch_size': 776, 'shuffle': True, 'beta_1': 0.6277422913877185, 'beta_2': 0.971854734199862}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.7026056158727827, 'activation': 'relu', 'hidden_layer_sizes': (7, 196), 'alpha': 6.059423619581574, 'max_iter': 27, 'batch_size': 1430, 'shuffle': False, 'momentum': 0.4748743938719954, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 1.990479700106252, 'activation': 'tanh', 'hidden_layer_sizes': (116,), 'alpha': 1.4931174888400962, 'max_iter': 483, 'batch_size': 957, 'shuffle': True, 'beta_1': 0.40789892761791624, 'beta_2': 0.3605607694542043}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.5031888719988955, 'activation': 'relu', 'hidden_layer_sizes': (122,), 'alpha': 7.127754451672322, 'max_iter': 16, 'batch_size': 1055, 'shuffle': False, 'momentum': 0.800910816087637, 'nesterovs_momentum': False}"
18,"{'solver': 'adam', 'learning_rate_init': 3.1127531000921747, 'activation': 'tanh', 'hidden_layer_sizes': (192,), 'alpha': 1.5309496004530054, 'max_iter': 89, 'batch_size': 292, 'shuffle': True, 'beta_1': 0.024164858018777515, 'beta_2': 0.5402351436681335}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.14537073397559983, 'activation': 'tanh', 'hidden_layer_sizes': (89,), 'alpha': 3.95431248695566, 'max_iter': 101, 'batch_size': 185, 'shuffle': False, 'momentum': 0.6105977074064916, 'nesterovs_momentum': False}"
19,"{'solver': 'adam', 'learning_rate_init': 6.269613904012052, 'activation': 'relu', 'hidden_layer_sizes': (55, 100, 10), 'alpha': 2.0310753091085223, 'max_iter': 351, 'batch_size': 393, 'shuffle': True, 'beta_1': 0.14870786909177036, 'beta_2': 0.5108856465992481}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.2250640418195381, 'activation': 'relu', 'hidden_layer_sizes': (6, 124), 'alpha': 1.962923779271074, 'max_iter': 315, 'batch_size': 429, 'shuffle': False, 'momentum': 0.14368237174651127, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 0.10826203021273802, 'activation': 'logistic', 'hidden_layer_sizes': (171,), 'alpha': 1.2063055682957642, 'max_iter': 164, 'batch_size': 655, 'shuffle': True, 'beta_1': 0.6923531654202857, 'beta_2': 0.7751594605805993}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.39353592778468083, 'activation': 'relu', 'hidden_layer_sizes': (12, 97), 'alpha': 0.9243063610740536, 'max_iter': 146, 'batch_size': 692, 'shuffle': True, 'momentum': 0.824862998137239, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 1.915895302459814, 'activation': 'relu', 'hidden_layer_sizes': (187, 162, 15, 132), 'alpha': 1.0848023360066863, 'max_iter': 349, 'batch_size': 1293, 'shuffle': True, 'beta_1': 0.08665850165951362, 'beta_2': 0.9862945042641441}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.08776808418377087, 'activation': 'relu', 'hidden_layer_sizes': (14, 194, 162, 187), 'alpha': 4.719220479853527, 'max_iter': 216, 'batch_size': 121, 'shuffle': True, 'momentum': 0.5103524672616193, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 0.34550687715682804, 'activation': 'relu', 'hidden_layer_sizes': (173,), 'alpha': 1.413393125004335, 'max_iter': 137, 'batch_size': 423, 'shuffle': False, 'beta_1': 0.09345050941355279, 'beta_2': 0.3946919158931959}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.0293292221119712, 'activation': 'tanh', 'hidden_layer_sizes': (4,), 'alpha': 1.0189924438165106, 'max_iter': 434, 'batch_size': 725, 'shuffle': True, 'momentum': 0.040737235092140174, 'nesterovs_momentum': False}"
23,"{'solver': 'adam', 'learning_rate_init': 7.683086858416824, 'activation': 'tanh', 'hidden_layer_sizes': (82, 138, 4, 187), 'alpha': 7.917276051200897, 'max_iter': 12, 'batch_size': 830, 'shuffle': False, 'beta_1': 0.014273534833217525, 'beta_2': 0.7980419350437692}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.9185228398999024, 'activation': 'tanh', 'hidden_layer_sizes': (37, 98), 'alpha': 3.6411354185937834, 'max_iter': 336, 'batch_size': 807, 'shuffle': True, 'momentum': 0.23238465661669386, 'nesterovs_momentum': True}"
24,"{'solver': 'adam', 'learning_rate_init': 8.180902949446045, 'activation': 'relu', 'hidden_layer_sizes': (168, 198, 187, 198, 134), 'alpha': 7.964986847146891, 'max_iter': 472, 'batch_size': 366, 'shuffle': True, 'beta_1': 0.4015387195913103, 'beta_2': 0.7289696517706652}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.344096630433257, 'activation': 'tanh', 'hidden_layer_sizes': (135, 162), 'alpha': 3.265473219076528, 'max_iter': 341, 'batch_size': 802, 'shuffle': True, 'momentum': 0.033222878747657475, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 0.20199209686986613, 'activation': 'tanh', 'hidden_layer_sizes': (185,), 'alpha': 0.34432243639924603, 'max_iter': 415, 'batch_size': 414, 'shuffle': True, 'beta_1': 0.8790266874308023, 'beta_2': 0.3206688246965685}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.6674866181761715, 'activation': 'tanh', 'hidden_layer_sizes': (78, 42), 'alpha': 2.88289779763951, 'max_iter': 216, 'batch_size': 330, 'shuffle': True, 'momentum': 0.6820869754822478, 'nesterovs_momentum': True}"
26,"{'solver': 'adam', 'learning_rate_init': 5.251033555676713, 'activation': 'relu', 'hidden_layer_sizes': (142, 177, 55, 76), 'alpha': 1.2375750333374747, 'max_iter': 69, 'batch_size': 784, 'shuffle': True, 'beta_1': 0.9577072071291745, 'beta_2': 0.08176469648680722}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.19914201584007243, 'activation': 'tanh', 'hidden_layer_sizes': (37, 170), 'alpha': 0.4667029107129903, 'max_iter': 315, 'batch_size': 164, 'shuffle': False, 'momentum': 0.9853732156194297, 'nesterovs_momentum': True}"
27,"{'solver': 'adam', 'learning_rate_init': 2.849049065337962, 'activation': 'relu', 'hidden_layer_sizes': (35, 174, 180, 157, 82), 'alpha': 1.2888112642460507, 'max_iter': 188, 'batch_size': 841, 'shuffle': True, 'beta_1': 0.3187025151854364, 'beta_2': 0.6894237898054127}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.16062403801863745, 'activation': 'tanh', 'hidden_layer_sizes': (92, 85), 'alpha': 4.571502922688725, 'max_iter': 436, 'batch_size': 189, 'shuffle': True, 'momentum': 0.3821933962015477, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 0.022194626238722003, 'activation': 'logistic', 'hidden_layer_sizes': (53, 134, 91, 43), 'alpha': 0.1710048292388625, 'max_iter': 269, 'batch_size': 1201, 'shuffle': False, 'beta_1': 0.9072854469937863, 'beta_2': 0.2703514957698215}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.377734972749145, 'activation': 'logistic', 'hidden_layer_sizes': (1,), 'alpha': 1.0016841534258836, 'max_iter': 384, 'batch_size': 596, 'shuffle': False, 'momentum': 0.2652603668296475, 'nesterovs_momentum': False}"
29,"{'solver': 'adam', 'learning_rate_init': 0.1528176850192959, 'activation': 'relu', 'hidden_layer_sizes': (172, 52), 'alpha': 1.7277379225477407, 'max_iter': 371, 'batch_size': 1299, 'shuffle': True, 'beta_1': 0.8928976363655386, 'beta_2': 0.5139952010211117}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.104445605561457, 'activation': 'relu', 'hidden_layer_sizes': (83, 121, 181), 'alpha': 9.836799724574641, 'max_iter': 332, 'batch_size': 1410, 'shuffle': False, 'momentum': 0.6590599327536425, 'nesterovs_momentum': True}"
