,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 3.555947394585137, 'activation': 'relu', 'hidden_layer_sizes': (103, 140), 'alpha': 5.648407363570065, 'max_iter': 136, 'batch_size': 124, 'shuffle': True, 'beta_1': 0.8281386874184982, 'beta_2': 0.8852124953276698}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.024444360998042, 'activation': 'tanh', 'hidden_layer_sizes': (168, 162, 200, 94), 'alpha': 0.7223081723801574, 'max_iter': 21, 'batch_size': 85, 'shuffle': False, 'momentum': 0.06138925114513964, 'nesterovs_momentum': True}"
11,"{'solver': 'adam', 'learning_rate_init': 5.495459007637649, 'activation': 'relu', 'hidden_layer_sizes': (133,), 'alpha': 0.11466360457302668, 'max_iter': 289, 'batch_size': 51, 'shuffle': False, 'beta_1': 0.8466976759548053, 'beta_2': 0.6415161386483627}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.26978382877503226, 'activation': 'relu', 'hidden_layer_sizes': (26,), 'alpha': 7.493637903338752, 'max_iter': 367, 'batch_size': 91, 'shuffle': False, 'momentum': 0.10723560249193077, 'nesterovs_momentum': True}"
12,"{'solver': 'adam', 'learning_rate_init': 9.64890233443831, 'activation': 'tanh', 'hidden_layer_sizes': (36,), 'alpha': 8.649781677723404, 'max_iter': 397, 'batch_size': 148, 'shuffle': False, 'beta_1': 0.02907170667170666, 'beta_2': 0.8434005951665033}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.3449061089515384, 'activation': 'tanh', 'hidden_layer_sizes': (83,), 'alpha': 5.963635651646126, 'max_iter': 383, 'batch_size': 165, 'shuffle': False, 'momentum': 0.8087562858296646, 'nesterovs_momentum': False}"
13,"{'solver': 'adam', 'learning_rate_init': 0.22740414347312257, 'activation': 'relu', 'hidden_layer_sizes': (72,), 'alpha': 3.9119042938751276, 'max_iter': 36, 'batch_size': 148, 'shuffle': True, 'beta_1': 0.6365374689099964, 'beta_2': 0.11183585982766216}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5804617100395092, 'activation': 'tanh', 'hidden_layer_sizes': (138,), 'alpha': 2.160622806678456, 'max_iter': 358, 'batch_size': 104, 'shuffle': False, 'momentum': 0.23743048158217378, 'nesterovs_momentum': True}"
14,"{'solver': 'adam', 'learning_rate_init': 2.2702013592764425, 'activation': 'logistic', 'hidden_layer_sizes': (12,), 'alpha': 0.1696746898957965, 'max_iter': 342, 'batch_size': 109, 'shuffle': True, 'beta_1': 0.8206305165182984, 'beta_2': 0.7736279529552494}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.192576335153388, 'activation': 'tanh', 'hidden_layer_sizes': (3,), 'alpha': 9.88272594364398, 'max_iter': 455, 'batch_size': 108, 'shuffle': True, 'momentum': 0.23730850250520935, 'nesterovs_momentum': True}"
15,"{'solver': 'adam', 'learning_rate_init': 4.503975907442165, 'activation': 'relu', 'hidden_layer_sizes': (64, 126, 96, 51), 'alpha': 5.8316014813037205, 'max_iter': 195, 'batch_size': 81, 'shuffle': True, 'beta_1': 0.2367813977122668, 'beta_2': 0.6897965576821441}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5014956619304353, 'activation': 'relu', 'hidden_layer_sizes': (68, 161), 'alpha': 0.8442255660048501, 'max_iter': 158, 'batch_size': 95, 'shuffle': True, 'momentum': 0.1136130255746502, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 2.815876762555083, 'activation': 'relu', 'hidden_layer_sizes': (86, 112, 181, 121), 'alpha': 3.95068072459163, 'max_iter': 352, 'batch_size': 126, 'shuffle': False, 'beta_1': 0.1257560210882823, 'beta_2': 0.752358681825258}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.8129521259202259, 'activation': 'tanh', 'hidden_layer_sizes': (129,), 'alpha': 0.8343178882148954, 'max_iter': 196, 'batch_size': 134, 'shuffle': False, 'momentum': 0.5608153316466831, 'nesterovs_momentum': True}"
17,"{'solver': 'adam', 'learning_rate_init': 0.609257984926094, 'activation': 'relu', 'hidden_layer_sizes': (195, 39, 176), 'alpha': 8.358945261200633, 'max_iter': 404, 'batch_size': 147, 'shuffle': False, 'beta_1': 0.03524645782634839, 'beta_2': 0.9235949149435965}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.732624147635141, 'activation': 'logistic', 'hidden_layer_sizes': (57,), 'alpha': 0.42753803384059297, 'max_iter': 375, 'batch_size': 90, 'shuffle': False, 'momentum': 0.45747634673295307, 'nesterovs_momentum': False}"
18,"{'solver': 'adam', 'learning_rate_init': 4.633822910219082, 'activation': 'relu', 'hidden_layer_sizes': (110, 191), 'alpha': 6.279319618496081, 'max_iter': 315, 'batch_size': 67, 'shuffle': False, 'beta_1': 0.9651365557019527, 'beta_2': 0.9543352506236726}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.467327402448653, 'activation': 'logistic', 'hidden_layer_sizes': (35, 47), 'alpha': 0.5222061653455458, 'max_iter': 29, 'batch_size': 116, 'shuffle': False, 'momentum': 0.42142885872995234, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 1.263245062757496, 'activation': 'relu', 'hidden_layer_sizes': (110, 160), 'alpha': 3.003202510698521, 'max_iter': 165, 'batch_size': 117, 'shuffle': True, 'beta_1': 0.3392769420410772, 'beta_2': 0.026929292470546127}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4976667473974142, 'activation': 'tanh', 'hidden_layer_sizes': (25, 78), 'alpha': 7.561174195772743, 'max_iter': 434, 'batch_size': 100, 'shuffle': False, 'momentum': 0.6150763318098044, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 2.857572952561219, 'activation': 'logistic', 'hidden_layer_sizes': (187,), 'alpha': 6.721400266235807, 'max_iter': 500, 'batch_size': 149, 'shuffle': False, 'beta_1': 0.2314111233285418, 'beta_2': 0.9421229268789026}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.7218476967552387, 'activation': 'tanh', 'hidden_layer_sizes': (160,), 'alpha': 8.499065144708045, 'max_iter': 28, 'batch_size': 80, 'shuffle': False, 'momentum': 0.665493077182224, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 4.661668450786383, 'activation': 'relu', 'hidden_layer_sizes': (38, 26, 43, 136), 'alpha': 0.421741275988876, 'max_iter': 325, 'batch_size': 62, 'shuffle': False, 'beta_1': 0.3506780010932911, 'beta_2': 0.670611514246237}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.28746460849278677, 'activation': 'relu', 'hidden_layer_sizes': (49, 191), 'alpha': 8.848550747360067, 'max_iter': 488, 'batch_size': 101, 'shuffle': False, 'momentum': 0.7104060953313834, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 9.350456606727889, 'activation': 'relu', 'hidden_layer_sizes': (184, 56, 98), 'alpha': 8.806639510279405, 'max_iter': 138, 'batch_size': 89, 'shuffle': False, 'beta_1': 0.8378735274005299, 'beta_2': 0.6658742275831939}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.7488565848291886, 'activation': 'relu', 'hidden_layer_sizes': (158, 142), 'alpha': 2.1582554135460836, 'max_iter': 437, 'batch_size': 99, 'shuffle': False, 'momentum': 0.18023185171027728, 'nesterovs_momentum': True}"
23,"{'solver': 'adam', 'learning_rate_init': 0.18174283139977904, 'activation': 'tanh', 'hidden_layer_sizes': (98,), 'alpha': 3.1078829640945416, 'max_iter': 1, 'batch_size': 51, 'shuffle': False, 'beta_1': 0.8640825526341321, 'beta_2': 0.30951303843109085}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.28431119589451914, 'activation': 'tanh', 'hidden_layer_sizes': (160,), 'alpha': 3.813290571554053, 'max_iter': 492, 'batch_size': 142, 'shuffle': False, 'momentum': 0.7620049455176457, 'nesterovs_momentum': False}"
24,"{'solver': 'adam', 'learning_rate_init': 5.153899471703758, 'activation': 'relu', 'hidden_layer_sizes': (177, 131), 'alpha': 1.289730008763337, 'max_iter': 220, 'batch_size': 72, 'shuffle': False, 'beta_1': 0.7667753068318007, 'beta_2': 0.5414378473390808}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.952779621712158, 'activation': 'relu', 'hidden_layer_sizes': (134, 107), 'alpha': 1.8981334245356265, 'max_iter': 332, 'batch_size': 99, 'shuffle': True, 'momentum': 0.269280880906449, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 8.84099111845969, 'activation': 'relu', 'hidden_layer_sizes': (39, 141), 'alpha': 3.0450478274084105, 'max_iter': 237, 'batch_size': 137, 'shuffle': True, 'beta_1': 0.34997671513207695, 'beta_2': 0.6206906007395396}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.169646382488268, 'activation': 'logistic', 'hidden_layer_sizes': (1,), 'alpha': 0.2645137811610838, 'max_iter': 209, 'batch_size': 152, 'shuffle': True, 'momentum': 0.7289088089826141, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 6.124053665847412, 'activation': 'relu', 'hidden_layer_sizes': (41, 77, 16, 7), 'alpha': 2.3455194403264277, 'max_iter': 117, 'batch_size': 118, 'shuffle': True, 'beta_1': 0.30148177953039834, 'beta_2': 0.44582757547847524}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4517118249027288, 'activation': 'relu', 'hidden_layer_sizes': (121, 73), 'alpha': 0.38221328110318964, 'max_iter': 397, 'batch_size': 143, 'shuffle': True, 'momentum': 0.1616239055708194, 'nesterovs_momentum': True}"
27,"{'solver': 'adam', 'learning_rate_init': 1.4991778015635153, 'activation': 'relu', 'hidden_layer_sizes': (140, 165, 77), 'alpha': 7.888856092816364, 'max_iter': 247, 'batch_size': 138, 'shuffle': True, 'beta_1': 0.4964324142822038, 'beta_2': 0.7324198769326388}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4352233882875108, 'activation': 'tanh', 'hidden_layer_sizes': (103, 81, 148, 149, 3), 'alpha': 3.812611361711422, 'max_iter': 316, 'batch_size': 91, 'shuffle': False, 'momentum': 0.5272729460955435, 'nesterovs_momentum': True}"
28,"{'solver': 'adam', 'learning_rate_init': 0.07041323586117593, 'activation': 'relu', 'hidden_layer_sizes': (186, 71), 'alpha': 8.43606678859713, 'max_iter': 229, 'batch_size': 123, 'shuffle': False, 'beta_1': 0.5268935384552266, 'beta_2': 0.36926869794452744}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1769782408507948, 'activation': 'relu', 'hidden_layer_sizes': (70, 130, 12, 137), 'alpha': 1.3534399767123217, 'max_iter': 224, 'batch_size': 54, 'shuffle': True, 'momentum': 0.5871840059458637, 'nesterovs_momentum': False}"
29,"{'solver': 'adam', 'learning_rate_init': 5.841373520436173, 'activation': 'logistic', 'hidden_layer_sizes': (51,), 'alpha': 1.474250358242942, 'max_iter': 389, 'batch_size': 167, 'shuffle': True, 'beta_1': 0.28520213716660875, 'beta_2': 0.7091499003491228}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.189092862375901, 'activation': 'relu', 'hidden_layer_sizes': (6, 145, 138), 'alpha': 3.935688049364254, 'max_iter': 243, 'batch_size': 85, 'shuffle': False, 'momentum': 0.9421633408705273, 'nesterovs_momentum': False}"
