,MLP (ADAM),MLP (SGD)
12,"{'solver': 'adam', 'learning_rate_init': 6.450706315630476, 'activation': 'relu', 'hidden_layer_sizes': (48, 73, 137), 'alpha': 5.075748334166856, 'max_iter': 14, 'batch_size': 53, 'shuffle': True, 'beta_1': 0.20321620136733198, 'beta_2': 0.5929002004939128}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.125697866736913, 'activation': 'logistic', 'hidden_layer_sizes': (14, 19, 15, 74), 'alpha': 1.1692905215741234, 'max_iter': 62, 'batch_size': 62, 'shuffle': False, 'momentum': 0.43517552565393075, 'nesterovs_momentum': False}"
13,"{'solver': 'adam', 'learning_rate_init': 4.230639019695124, 'activation': 'tanh', 'hidden_layer_sizes': (111, 25, 73, 51), 'alpha': 8.347694093441111, 'max_iter': 347, 'batch_size': 83, 'shuffle': False, 'beta_1': 0.4048779047386893, 'beta_2': 0.0491912167868262}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.493679303563109, 'activation': 'logistic', 'hidden_layer_sizes': (128, 29, 137, 108, 198), 'alpha': 2.4971905808256283, 'max_iter': 383, 'batch_size': 75, 'shuffle': False, 'momentum': 0.9015310468347755, 'nesterovs_momentum': True}"
14,"{'solver': 'adam', 'learning_rate_init': 9.221302293584854, 'activation': 'logistic', 'hidden_layer_sizes': (160, 122, 49, 78), 'alpha': 2.8198631233185836, 'max_iter': 357, 'batch_size': 60, 'shuffle': True, 'beta_1': 0.006791806314832351, 'beta_2': 0.9349015132237611}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.506161206229476, 'activation': 'tanh', 'hidden_layer_sizes': (97, 105, 100, 188), 'alpha': 9.376885281457724, 'max_iter': 466, 'batch_size': 52, 'shuffle': False, 'momentum': 0.9796745533910725, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 4.52334113900423, 'activation': 'relu', 'hidden_layer_sizes': (23, 114, 15, 116, 158), 'alpha': 1.9390058969589667, 'max_iter': 131, 'batch_size': 52, 'shuffle': True, 'beta_1': 0.0769549234750161, 'beta_2': 0.5762124339886625}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.007712461566708, 'activation': 'logistic', 'hidden_layer_sizes': (99,), 'alpha': 6.476598934461417, 'max_iter': 242, 'batch_size': 76, 'shuffle': False, 'momentum': 0.7425711723927709, 'nesterovs_momentum': False}"
16,"{'solver': 'adam', 'learning_rate_init': 9.155422257747436, 'activation': 'logistic', 'hidden_layer_sizes': (153, 16), 'alpha': 9.08788184188823, 'max_iter': 49, 'batch_size': 57, 'shuffle': True, 'beta_1': 0.48367360976520524, 'beta_2': 0.6451795822863922}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.06001530628936, 'activation': 'relu', 'hidden_layer_sizes': (81, 181, 101, 98, 19), 'alpha': 8.621454374525461, 'max_iter': 253, 'batch_size': 54, 'shuffle': True, 'momentum': 0.4780341710860734, 'nesterovs_momentum': True}"
17,"{'solver': 'adam', 'learning_rate_init': 3.5896659632929544, 'activation': 'tanh', 'hidden_layer_sizes': (82,), 'alpha': 1.3325810385248322, 'max_iter': 44, 'batch_size': 52, 'shuffle': True, 'beta_1': 0.4878819145648517, 'beta_2': 0.5078014138451565}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.440081216709961, 'activation': 'logistic', 'hidden_layer_sizes': (158, 42, 63, 59), 'alpha': 9.913864973861697, 'max_iter': 387, 'batch_size': 60, 'shuffle': True, 'momentum': 0.62165027457025, 'nesterovs_momentum': True}"
18,"{'solver': 'adam', 'learning_rate_init': 0.6299824334410432, 'activation': 'logistic', 'hidden_layer_sizes': (65, 87, 133, 55, 190), 'alpha': 0.9549415999264682, 'max_iter': 115, 'batch_size': 69, 'shuffle': False, 'beta_1': 0.42722870973340465, 'beta_2': 0.9590392977818409}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.062205259384068, 'activation': 'logistic', 'hidden_layer_sizes': (151, 141, 107), 'alpha': 0.5575410383573915, 'max_iter': 486, 'batch_size': 73, 'shuffle': False, 'momentum': 0.604196874588979, 'nesterovs_momentum': False}"
19,"{'solver': 'adam', 'learning_rate_init': 6.992573153333109, 'activation': 'logistic', 'hidden_layer_sizes': (106, 155), 'alpha': 4.06853504689059, 'max_iter': 154, 'batch_size': 67, 'shuffle': False, 'beta_1': 0.1344281037686789, 'beta_2': 0.5370108862732021}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.18786464844814, 'activation': 'logistic', 'hidden_layer_sizes': (106, 121, 165, 68, 163), 'alpha': 9.90740553056459, 'max_iter': 457, 'batch_size': 83, 'shuffle': False, 'momentum': 0.2584252735861618, 'nesterovs_momentum': True}"
20,"{'solver': 'adam', 'learning_rate_init': 7.070206765748307, 'activation': 'tanh', 'hidden_layer_sizes': (28, 135, 108), 'alpha': 4.223755654773309, 'max_iter': 39, 'batch_size': 54, 'shuffle': True, 'beta_1': 0.4574685376143238, 'beta_2': 0.8224405103059413}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.051749892559992, 'activation': 'relu', 'hidden_layer_sizes': (181, 161, 191), 'alpha': 1.4579959358055083, 'max_iter': 300, 'batch_size': 81, 'shuffle': False, 'momentum': 0.8734526308130199, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 4.278457084963117, 'activation': 'tanh', 'hidden_layer_sizes': (135, 146, 110, 128, 56), 'alpha': 9.895426887696077, 'max_iter': 128, 'batch_size': 77, 'shuffle': True, 'beta_1': 0.7405047987709856, 'beta_2': 0.852407740521047}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.339159749348722, 'activation': 'logistic', 'hidden_layer_sizes': (192, 19, 71), 'alpha': 1.3743741301542374, 'max_iter': 134, 'batch_size': 87, 'shuffle': True, 'momentum': 0.5819500674125435, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 3.345880954479996, 'activation': 'tanh', 'hidden_layer_sizes': (62, 5), 'alpha': 7.690752264570065, 'max_iter': 168, 'batch_size': 57, 'shuffle': True, 'beta_1': 0.3654455024942414, 'beta_2': 0.4339498216620076}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.57874310951947, 'activation': 'logistic', 'hidden_layer_sizes': (96, 171, 181), 'alpha': 6.04183505562811, 'max_iter': 284, 'batch_size': 81, 'shuffle': False, 'momentum': 0.8861684268250504, 'nesterovs_momentum': False}"
23,"{'solver': 'adam', 'learning_rate_init': 9.865456894881541, 'activation': 'relu', 'hidden_layer_sizes': (142,), 'alpha': 6.879944685685993, 'max_iter': 323, 'batch_size': 71, 'shuffle': True, 'beta_1': 0.784852458891043, 'beta_2': 0.45853646856389674}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.080336709397109, 'activation': 'relu', 'hidden_layer_sizes': (42, 94, 129), 'alpha': 2.1625199481474264, 'max_iter': 211, 'batch_size': 75, 'shuffle': False, 'momentum': 0.41501686479537736, 'nesterovs_momentum': True}"
24,"{'solver': 'adam', 'learning_rate_init': 6.945231604702602, 'activation': 'logistic', 'hidden_layer_sizes': (45,), 'alpha': 4.256570151862711, 'max_iter': 91, 'batch_size': 69, 'shuffle': True, 'beta_1': 0.12335962330895126, 'beta_2': 0.699090681149416}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.832877953560898, 'activation': 'logistic', 'hidden_layer_sizes': (125, 152, 51, 55), 'alpha': 2.2129166664292357, 'max_iter': 92, 'batch_size': 55, 'shuffle': True, 'momentum': 0.499820136642897, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 9.26225654877568, 'activation': 'tanh', 'hidden_layer_sizes': (136, 145, 134, 33), 'alpha': 8.138661322477981, 'max_iter': 492, 'batch_size': 51, 'shuffle': False, 'beta_1': 0.7196582340051283, 'beta_2': 0.24270796572452874}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.2679038078520275, 'activation': 'relu', 'hidden_layer_sizes': (108, 151, 116), 'alpha': 9.621320244517486, 'max_iter': 197, 'batch_size': 69, 'shuffle': False, 'momentum': 0.4096797048907805, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 6.753368342728131, 'activation': 'tanh', 'hidden_layer_sizes': (111, 26, 137), 'alpha': 2.196948354038954, 'max_iter': 209, 'batch_size': 69, 'shuffle': False, 'beta_1': 0.4634649773090192, 'beta_2': 0.45731713075548563}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.043489356881448, 'activation': 'logistic', 'hidden_layer_sizes': (193, 78, 29, 167, 193), 'alpha': 5.247273774597217, 'max_iter': 220, 'batch_size': 61, 'shuffle': False, 'momentum': 0.16971379632339928, 'nesterovs_momentum': False}"
27,"{'solver': 'adam', 'learning_rate_init': 5.7638085591395924, 'activation': 'logistic', 'hidden_layer_sizes': (36, 153, 183, 97, 52), 'alpha': 6.444411360781098, 'max_iter': 442, 'batch_size': 57, 'shuffle': True, 'beta_1': 0.4297763496652707, 'beta_2': 0.30301449387052687}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.312833561321005, 'activation': 'relu', 'hidden_layer_sizes': (61, 188, 126, 183), 'alpha': 6.582422385902451, 'max_iter': 97, 'batch_size': 81, 'shuffle': False, 'momentum': 0.1242808204643291, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 4.831990654008872, 'activation': 'relu', 'hidden_layer_sizes': (153, 27, 19, 61), 'alpha': 8.387074184770665, 'max_iter': 331, 'batch_size': 85, 'shuffle': True, 'beta_1': 0.2661373323123226, 'beta_2': 0.7206823649760189}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.907713420971321, 'activation': 'tanh', 'hidden_layer_sizes': (1, 153, 19), 'alpha': 6.403670550935882, 'max_iter': 350, 'batch_size': 58, 'shuffle': False, 'momentum': 0.8776144434398132, 'nesterovs_momentum': True}"
29,"{'solver': 'adam', 'learning_rate_init': 7.200476511062274, 'activation': 'tanh', 'hidden_layer_sizes': (181, 192, 110, 181, 21), 'alpha': 4.22637245288072, 'max_iter': 304, 'batch_size': 82, 'shuffle': True, 'beta_1': 0.5853597052033958, 'beta_2': 0.4369551287004031}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.64516054560216, 'activation': 'relu', 'hidden_layer_sizes': (104, 141, 126), 'alpha': 4.539975751186864, 'max_iter': 98, 'batch_size': 80, 'shuffle': True, 'momentum': 0.10066345690566682, 'nesterovs_momentum': False}"
