,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 4.818596343358241, 'activation': 'relu', 'hidden_layer_sizes': (40, 167), 'alpha': 3.2392459804660114, 'max_iter': 456, 'batch_size': 94, 'shuffle': True, 'beta_1': 0.8240742230026278, 'beta_2': 0.5836791549623097}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.228369224655562, 'activation': 'relu', 'hidden_layer_sizes': (99, 99), 'alpha': 5.152518469028665, 'max_iter': 364, 'batch_size': 335, 'shuffle': False, 'momentum': 0.11876362004565731, 'nesterovs_momentum': False}"
11,"{'solver': 'adam', 'learning_rate_init': 4.980904402404344, 'activation': 'relu', 'hidden_layer_sizes': (177, 78, 39, 115, 60), 'alpha': 3.634552348578908, 'max_iter': 196, 'batch_size': 117, 'shuffle': False, 'beta_1': 0.9990150185987583, 'beta_2': 0.7847883625973927}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.9115932146782381, 'activation': 'logistic', 'hidden_layer_sizes': (142,), 'alpha': 4.012000108155946, 'max_iter': 359, 'batch_size': 79, 'shuffle': True, 'momentum': 0.01848681743589354, 'nesterovs_momentum': True}"
12,"{'solver': 'adam', 'learning_rate_init': 6.627066574342933, 'activation': 'logistic', 'hidden_layer_sizes': (30,), 'alpha': 4.5349007043060094, 'max_iter': 473, 'batch_size': 354, 'shuffle': False, 'beta_1': 0.8961718959974616, 'beta_2': 0.5631431663820201}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.41762871041531, 'activation': 'relu', 'hidden_layer_sizes': (144, 40, 98, 198), 'alpha': 5.208004804874574, 'max_iter': 434, 'batch_size': 113, 'shuffle': True, 'momentum': 0.7901084935269441, 'nesterovs_momentum': True}"
13,"{'solver': 'adam', 'learning_rate_init': 6.704258508313092, 'activation': 'relu', 'hidden_layer_sizes': (80, 188, 26, 4), 'alpha': 9.98537389274322, 'max_iter': 253, 'batch_size': 327, 'shuffle': True, 'beta_1': 0.7956309211216602, 'beta_2': 0.821102415074288}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.7991973144727416, 'activation': 'logistic', 'hidden_layer_sizes': (125, 73, 132, 151, 23), 'alpha': 5.844471787310685, 'max_iter': 340, 'batch_size': 279, 'shuffle': True, 'momentum': 0.3400561638972895, 'nesterovs_momentum': True}"
14,"{'solver': 'adam', 'learning_rate_init': 5.380890846739893, 'activation': 'relu', 'hidden_layer_sizes': (43, 96, 166), 'alpha': 1.6382392799672059, 'max_iter': 170, 'batch_size': 285, 'shuffle': True, 'beta_1': 0.11086341391704958, 'beta_2': 0.3429050814183974}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.02303300027297089, 'activation': 'logistic', 'hidden_layer_sizes': (136,), 'alpha': 7.404081601802122, 'max_iter': 472, 'batch_size': 232, 'shuffle': False, 'momentum': 0.9683355127367573, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 3.5075471043716298, 'activation': 'relu', 'hidden_layer_sizes': (177, 100), 'alpha': 0.8559758099858605, 'max_iter': 272, 'batch_size': 84, 'shuffle': False, 'beta_1': 0.4036854736328638, 'beta_2': 0.7485689047516798}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.1172172441992303, 'activation': 'relu', 'hidden_layer_sizes': (189, 92), 'alpha': 5.690571198913693, 'max_iter': 210, 'batch_size': 285, 'shuffle': False, 'momentum': 0.3691153611580761, 'nesterovs_momentum': False}"
16,"{'solver': 'adam', 'learning_rate_init': 5.316379906473379, 'activation': 'tanh', 'hidden_layer_sizes': (185, 59, 74, 77), 'alpha': 4.35761013768918, 'max_iter': 219, 'batch_size': 115, 'shuffle': True, 'beta_1': 0.9179970660874474, 'beta_2': 0.7760475158880767}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.320182115125302, 'activation': 'logistic', 'hidden_layer_sizes': (122, 103, 14, 15, 11), 'alpha': 6.283391349034637, 'max_iter': 492, 'batch_size': 127, 'shuffle': False, 'momentum': 0.6395753672078535, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 6.069616329236174, 'activation': 'relu', 'hidden_layer_sizes': (29, 124, 26), 'alpha': 7.686550468963411, 'max_iter': 367, 'batch_size': 214, 'shuffle': True, 'beta_1': 0.7539066064577802, 'beta_2': 0.23477948945720203}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.13137053547803845, 'activation': 'tanh', 'hidden_layer_sizes': (29, 38, 135, 87), 'alpha': 8.117336944308438, 'max_iter': 124, 'batch_size': 98, 'shuffle': True, 'momentum': 0.5241157895712363, 'nesterovs_momentum': True}"
18,"{'solver': 'adam', 'learning_rate_init': 2.1015789566298535, 'activation': 'relu', 'hidden_layer_sizes': (99, 80, 1, 144), 'alpha': 5.8587612978902905, 'max_iter': 355, 'batch_size': 331, 'shuffle': False, 'beta_1': 0.8888998866887892, 'beta_2': 0.8706262465079917}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.15434658604041665, 'activation': 'relu', 'hidden_layer_sizes': (23,), 'alpha': 8.380685355689984, 'max_iter': 150, 'batch_size': 205, 'shuffle': False, 'momentum': 0.3857998596169018, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 3.891159741793747, 'activation': 'logistic', 'hidden_layer_sizes': (143,), 'alpha': 3.4059697561403497, 'max_iter': 452, 'batch_size': 254, 'shuffle': False, 'beta_1': 0.7911714065416753, 'beta_2': 0.3161591049678719}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.392009487466305, 'activation': 'relu', 'hidden_layer_sizes': (88, 103), 'alpha': 0.25089888371943103, 'max_iter': 59, 'batch_size': 273, 'shuffle': False, 'momentum': 0.2743917105467878, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 7.402029885707816, 'activation': 'relu', 'hidden_layer_sizes': (75, 14, 193, 173), 'alpha': 2.268349983551263, 'max_iter': 139, 'batch_size': 330, 'shuffle': True, 'beta_1': 0.9106737238431506, 'beta_2': 0.4343123224923963}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.208293740199131, 'activation': 'relu', 'hidden_layer_sizes': (137, 10, 137, 55, 13), 'alpha': 1.1362712757459366, 'max_iter': 75, 'batch_size': 133, 'shuffle': False, 'momentum': 0.11185586885062312, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 0.0943139124277451, 'activation': 'logistic', 'hidden_layer_sizes': (123, 93, 42), 'alpha': 6.252813738700813, 'max_iter': 496, 'batch_size': 93, 'shuffle': False, 'beta_1': 0.42984012977035946, 'beta_2': 0.9449466857447125}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.7749302321831805, 'activation': 'relu', 'hidden_layer_sizes': (60,), 'alpha': 2.4877587326721384, 'max_iter': 44, 'batch_size': 304, 'shuffle': False, 'momentum': 0.07112813081745512, 'nesterovs_momentum': False}"
22,"{'solver': 'adam', 'learning_rate_init': 8.085325968998385, 'activation': 'relu', 'hidden_layer_sizes': (83, 68, 170, 127, 29), 'alpha': 1.5673196545937962, 'max_iter': 91, 'batch_size': 371, 'shuffle': False, 'beta_1': 0.2884542188007387, 'beta_2': 0.7086538420757275}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.27942139472792, 'activation': 'relu', 'hidden_layer_sizes': (182,), 'alpha': 0.7250841783611885, 'max_iter': 330, 'batch_size': 229, 'shuffle': False, 'momentum': 0.43723566216214665, 'nesterovs_momentum': True}"
23,"{'solver': 'adam', 'learning_rate_init': 4.0239491513945715, 'activation': 'relu', 'hidden_layer_sizes': (187,), 'alpha': 7.262738013539937, 'max_iter': 452, 'batch_size': 206, 'shuffle': False, 'beta_1': 0.15475457331812587, 'beta_2': 0.9775962336811262}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.94079756516707, 'activation': 'relu', 'hidden_layer_sizes': (78, 167, 124, 45, 117), 'alpha': 6.318937698856546, 'max_iter': 163, 'batch_size': 115, 'shuffle': False, 'momentum': 0.4021054654296318, 'nesterovs_momentum': False}"
24,"{'solver': 'adam', 'learning_rate_init': 8.357504030584375, 'activation': 'tanh', 'hidden_layer_sizes': (84, 73, 22, 162, 161), 'alpha': 9.80112294508955, 'max_iter': 276, 'batch_size': 315, 'shuffle': False, 'beta_1': 0.8162883219264738, 'beta_2': 0.9039050187955393}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.686430734779475, 'activation': 'tanh', 'hidden_layer_sizes': (108, 86), 'alpha': 4.716181252500119, 'max_iter': 233, 'batch_size': 261, 'shuffle': True, 'momentum': 0.27109215100547435, 'nesterovs_momentum': True}"
25,"{'solver': 'adam', 'learning_rate_init': 8.093984957126896, 'activation': 'relu', 'hidden_layer_sizes': (146,), 'alpha': 5.907441089921788, 'max_iter': 92, 'batch_size': 244, 'shuffle': False, 'beta_1': 0.3620958162583616, 'beta_2': 0.77415400159893}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.419071979861387, 'activation': 'relu', 'hidden_layer_sizes': (6, 159, 162, 60), 'alpha': 8.78882739279201, 'max_iter': 448, 'batch_size': 203, 'shuffle': True, 'momentum': 0.9287709622446313, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 0.1501681018366596, 'activation': 'logistic', 'hidden_layer_sizes': (13, 188, 172, 161), 'alpha': 7.476711553381347, 'max_iter': 442, 'batch_size': 110, 'shuffle': True, 'beta_1': 0.3818417525342013, 'beta_2': 0.9252925012595209}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.557441035381691, 'activation': 'relu', 'hidden_layer_sizes': (197, 175, 171, 80, 43), 'alpha': 3.2802939623412124, 'max_iter': 325, 'batch_size': 196, 'shuffle': False, 'momentum': 0.3720213256294395, 'nesterovs_momentum': True}"
27,"{'solver': 'adam', 'learning_rate_init': 0.1774731869554055, 'activation': 'relu', 'hidden_layer_sizes': (164, 84, 43, 173), 'alpha': 5.94640699320315, 'max_iter': 443, 'batch_size': 76, 'shuffle': True, 'beta_1': 0.4549609543272503, 'beta_2': 0.3094206588235096}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.04528104062264, 'activation': 'relu', 'hidden_layer_sizes': (44, 10, 87, 159), 'alpha': 2.6779501415149385, 'max_iter': 186, 'batch_size': 198, 'shuffle': True, 'momentum': 0.46955566538458454, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 3.700581748445273, 'activation': 'logistic', 'hidden_layer_sizes': (50, 41, 9, 28), 'alpha': 9.667172912679804, 'max_iter': 279, 'batch_size': 288, 'shuffle': True, 'beta_1': 0.6998582485322901, 'beta_2': 0.5885917258872136}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1068708391179107, 'activation': 'relu', 'hidden_layer_sizes': (63,), 'alpha': 5.068804257176583, 'max_iter': 296, 'batch_size': 241, 'shuffle': False, 'momentum': 0.904870079481398, 'nesterovs_momentum': True}"
29,"{'solver': 'adam', 'learning_rate_init': 6.2579839631419265, 'activation': 'logistic', 'hidden_layer_sizes': (30,), 'alpha': 7.505157840708658, 'max_iter': 398, 'batch_size': 264, 'shuffle': False, 'beta_1': 0.980203666965558, 'beta_2': 0.4336939183296861}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.0138634093718683, 'activation': 'tanh', 'hidden_layer_sizes': (1, 42, 189, 147), 'alpha': 0.7722730000037883, 'max_iter': 248, 'batch_size': 160, 'shuffle': True, 'momentum': 0.2257641129122106, 'nesterovs_momentum': False}"
