,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 6.330067853716178, 'activation': 'relu', 'hidden_layer_sizes': (114, 40), 'alpha': 1.7296511697025163, 'max_iter': 338, 'batch_size': 74, 'shuffle': False, 'beta_1': 0.07345370577282417, 'beta_2': 0.33212991490819777}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.0350911059893071, 'activation': 'tanh', 'hidden_layer_sizes': (11, 129), 'alpha': 3.009012011432527, 'max_iter': 172, 'batch_size': 60, 'shuffle': False, 'momentum': 0.971065774995204, 'nesterovs_momentum': True}"
11,"{'solver': 'adam', 'learning_rate_init': 0.956015668708604, 'activation': 'tanh', 'hidden_layer_sizes': (34, 49), 'alpha': 3.7959772783783543, 'max_iter': 137, 'batch_size': 54, 'shuffle': False, 'beta_1': 0.33234009151338406, 'beta_2': 0.5999025092201553}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.18541086213010669, 'activation': 'tanh', 'hidden_layer_sizes': (152, 102, 95, 172, 65), 'alpha': 2.7986462344117355, 'max_iter': 337, 'batch_size': 71, 'shuffle': False, 'momentum': 0.2690327395046443, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 2.8496462667336733, 'activation': 'logistic', 'hidden_layer_sizes': (118,), 'alpha': 3.04564760401034, 'max_iter': 191, 'batch_size': 51, 'shuffle': True, 'beta_1': 0.5403789198870323, 'beta_2': 0.7710073050743572}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.543316567554216, 'activation': 'relu', 'hidden_layer_sizes': (43, 62, 194, 39), 'alpha': 1.55022819156582, 'max_iter': 181, 'batch_size': 59, 'shuffle': True, 'momentum': 0.13948862519480765, 'nesterovs_momentum': True}"
13,"{'solver': 'adam', 'learning_rate_init': 5.831623688185171, 'activation': 'logistic', 'hidden_layer_sizes': (42, 89, 129, 179, 37), 'alpha': 8.82385720491984, 'max_iter': 296, 'batch_size': 89, 'shuffle': True, 'beta_1': 0.7036134739164481, 'beta_2': 0.41988955000581496}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5129002526695303, 'activation': 'tanh', 'hidden_layer_sizes': (63,), 'alpha': 2.2085322440011237, 'max_iter': 453, 'batch_size': 82, 'shuffle': False, 'momentum': 0.5508116143618306, 'nesterovs_momentum': False}"
14,"{'solver': 'adam', 'learning_rate_init': 9.729873004490488, 'activation': 'tanh', 'hidden_layer_sizes': (189, 153, 199, 63), 'alpha': 1.2221966988170585, 'max_iter': 434, 'batch_size': 74, 'shuffle': True, 'beta_1': 0.6192139008723819, 'beta_2': 0.901694519619501}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.1099964189964, 'activation': 'logistic', 'hidden_layer_sizes': (169,), 'alpha': 5.6261042000342405, 'max_iter': 222, 'batch_size': 81, 'shuffle': False, 'momentum': 0.8291978344189239, 'nesterovs_momentum': True}"
15,"{'solver': 'adam', 'learning_rate_init': 1.3056405880829627, 'activation': 'logistic', 'hidden_layer_sizes': (165, 92, 76, 12, 186), 'alpha': 7.066064968207963, 'max_iter': 199, 'batch_size': 94, 'shuffle': True, 'beta_1': 0.3224495605638772, 'beta_2': 0.1420585677689948}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.079675976415865, 'activation': 'logistic', 'hidden_layer_sizes': (70, 145, 79), 'alpha': 5.646270543030169, 'max_iter': 55, 'batch_size': 81, 'shuffle': True, 'momentum': 0.7366269147550374, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 5.2051415212743155, 'activation': 'tanh', 'hidden_layer_sizes': (185, 72), 'alpha': 8.315214034460865, 'max_iter': 184, 'batch_size': 70, 'shuffle': False, 'beta_1': 0.956516874582049, 'beta_2': 0.6314886477107158}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.279385683073829, 'activation': 'relu', 'hidden_layer_sizes': (43, 153), 'alpha': 5.145008223180188, 'max_iter': 362, 'batch_size': 58, 'shuffle': False, 'momentum': 0.5757558120710011, 'nesterovs_momentum': True}"
17,"{'solver': 'adam', 'learning_rate_init': 7.398597540245474, 'activation': 'relu', 'hidden_layer_sizes': (94, 148, 50, 110, 79), 'alpha': 9.665274006606982, 'max_iter': 399, 'batch_size': 67, 'shuffle': True, 'beta_1': 0.34294542382167875, 'beta_2': 0.009532776402619458}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.794154804243666, 'activation': 'logistic', 'hidden_layer_sizes': (79,), 'alpha': 1.4617424858091712, 'max_iter': 96, 'batch_size': 100, 'shuffle': False, 'momentum': 0.7256740753349536, 'nesterovs_momentum': False}"
18,"{'solver': 'adam', 'learning_rate_init': 7.04960751303305, 'activation': 'logistic', 'hidden_layer_sizes': (184,), 'alpha': 1.9663579170408914, 'max_iter': 256, 'batch_size': 98, 'shuffle': True, 'beta_1': 0.9219834706690553, 'beta_2': 0.6767413291765002}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.514082687622054, 'activation': 'logistic', 'hidden_layer_sizes': (91,), 'alpha': 0.1770122258706438, 'max_iter': 153, 'batch_size': 57, 'shuffle': False, 'momentum': 0.025310468572119705, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 9.894271165705081, 'activation': 'relu', 'hidden_layer_sizes': (157,), 'alpha': 5.209713747221985, 'max_iter': 133, 'batch_size': 98, 'shuffle': False, 'beta_1': 0.483704533408952, 'beta_2': 0.35515597110911784}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4149115182195189, 'activation': 'tanh', 'hidden_layer_sizes': (133, 173, 16, 60, 75), 'alpha': 0.20476124491623046, 'max_iter': 365, 'batch_size': 59, 'shuffle': True, 'momentum': 0.047943470196999446, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 2.9942591071618674, 'activation': 'relu', 'hidden_layer_sizes': (183,), 'alpha': 1.1663777920114304, 'max_iter': 82, 'batch_size': 87, 'shuffle': True, 'beta_1': 0.7460175705381467, 'beta_2': 0.369158533712165}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.683625188134265, 'activation': 'tanh', 'hidden_layer_sizes': (42, 74), 'alpha': 8.81268377666865, 'max_iter': 311, 'batch_size': 72, 'shuffle': False, 'momentum': 0.19832216301175898, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 1.423882996348321, 'activation': 'relu', 'hidden_layer_sizes': (86, 47, 77), 'alpha': 8.46847592115239, 'max_iter': 340, 'batch_size': 72, 'shuffle': False, 'beta_1': 0.5119067926186824, 'beta_2': 0.2659963293330113}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.043955942214359, 'activation': 'relu', 'hidden_layer_sizes': (195, 17, 20, 182), 'alpha': 1.517667736099835, 'max_iter': 34, 'batch_size': 59, 'shuffle': True, 'momentum': 0.062125191948231934, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 9.248092211935056, 'activation': 'relu', 'hidden_layer_sizes': (110,), 'alpha': 5.7748984756586275, 'max_iter': 402, 'batch_size': 64, 'shuffle': True, 'beta_1': 0.29122858168020477, 'beta_2': 0.3496374195141432}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.22697361463487872, 'activation': 'tanh', 'hidden_layer_sizes': (7,), 'alpha': 4.83449199646285, 'max_iter': 392, 'batch_size': 66, 'shuffle': False, 'momentum': 0.04545346000980026, 'nesterovs_momentum': True}"
23,"{'solver': 'adam', 'learning_rate_init': 4.35828506160625, 'activation': 'tanh', 'hidden_layer_sizes': (121,), 'alpha': 0.7234284529693862, 'max_iter': 187, 'batch_size': 93, 'shuffle': True, 'beta_1': 0.9082025964258089, 'beta_2': 0.08418953819725215}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.2473406430508653, 'activation': 'relu', 'hidden_layer_sizes': (37,), 'alpha': 1.912464873952937, 'max_iter': 495, 'batch_size': 60, 'shuffle': False, 'momentum': 0.028783850368120523, 'nesterovs_momentum': True}"
24,"{'solver': 'adam', 'learning_rate_init': 7.504956937698299, 'activation': 'logistic', 'hidden_layer_sizes': (154,), 'alpha': 5.934022852850525, 'max_iter': 127, 'batch_size': 52, 'shuffle': False, 'beta_1': 0.4103039736473268, 'beta_2': 0.140461410760217}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.7685572929044926, 'activation': 'tanh', 'hidden_layer_sizes': (18,), 'alpha': 3.6315995959752234, 'max_iter': 487, 'batch_size': 63, 'shuffle': True, 'momentum': 0.3107253207090881, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 2.8957261399351144, 'activation': 'relu', 'hidden_layer_sizes': (30, 151, 196, 73), 'alpha': 0.32092532545147556, 'max_iter': 40, 'batch_size': 77, 'shuffle': False, 'beta_1': 0.05133493230404218, 'beta_2': 0.4464662985388328}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.5774165448646538, 'activation': 'relu', 'hidden_layer_sizes': (167, 166, 30, 108), 'alpha': 2.9918148602760177, 'max_iter': 468, 'batch_size': 76, 'shuffle': False, 'momentum': 0.40837029102163647, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 6.425164252274013, 'activation': 'relu', 'hidden_layer_sizes': (53, 32, 72), 'alpha': 1.8956990356481431, 'max_iter': 242, 'batch_size': 76, 'shuffle': False, 'beta_1': 0.3609760138454207, 'beta_2': 0.3018172871336295}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.03208278979575472, 'activation': 'relu', 'hidden_layer_sizes': (186,), 'alpha': 8.38839137875403, 'max_iter': 82, 'batch_size': 83, 'shuffle': True, 'momentum': 0.24825973891532957, 'nesterovs_momentum': False}"
27,"{'solver': 'adam', 'learning_rate_init': 3.0492720426358653, 'activation': 'tanh', 'hidden_layer_sizes': (122, 42, 16, 198), 'alpha': 6.303244798496153, 'max_iter': 96, 'batch_size': 82, 'shuffle': False, 'beta_1': 0.8979795459203229, 'beta_2': 0.9902631754981247}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.8152049792141796, 'activation': 'relu', 'hidden_layer_sizes': (180, 146, 10, 82), 'alpha': 6.363789871914748, 'max_iter': 24, 'batch_size': 68, 'shuffle': True, 'momentum': 0.7187908503586214, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 6.6504374309493866, 'activation': 'relu', 'hidden_layer_sizes': (59,), 'alpha': 5.4984419753313585, 'max_iter': 107, 'batch_size': 77, 'shuffle': True, 'beta_1': 0.6002200384659063, 'beta_2': 0.9279937952123961}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.614540194271076, 'activation': 'tanh', 'hidden_layer_sizes': (43, 122, 6), 'alpha': 8.512768925575484, 'max_iter': 41, 'batch_size': 60, 'shuffle': False, 'momentum': 0.375316866532429, 'nesterovs_momentum': True}"
29,"{'solver': 'adam', 'learning_rate_init': 4.409062358168287, 'activation': 'tanh', 'hidden_layer_sizes': (52,), 'alpha': 1.7858559320649854, 'max_iter': 300, 'batch_size': 95, 'shuffle': False, 'beta_1': 0.23603701281893077, 'beta_2': 0.35794527756539585}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.05991168272474, 'activation': 'tanh', 'hidden_layer_sizes': (9, 143, 111, 118, 111), 'alpha': 8.486304001036878, 'max_iter': 275, 'batch_size': 89, 'shuffle': False, 'momentum': 0.23137931246659435, 'nesterovs_momentum': True}"
