,MLP (ADAM),MLP (SGD)
19,"{'solver': 'adam', 'learning_rate_init': 7.792581882696925, 'activation': 'logistic', 'hidden_layer_sizes': (186, 65, 63), 'alpha': 5.755764853053952, 'max_iter': 65, 'batch_size': 1051, 'shuffle': False, 'beta_1': 0.34376111602988574, 'beta_2': 0.5447041775639019}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.924957921486336, 'activation': 'relu', 'hidden_layer_sizes': (161, 4), 'alpha': 2.3738071660993327, 'max_iter': 28, 'batch_size': 2475, 'shuffle': False, 'momentum': 0.7141091850729152, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 3.1345889721437596, 'activation': 'tanh', 'hidden_layer_sizes': (140, 68, 132, 32, 131), 'alpha': 4.131237481352723, 'max_iter': 195, 'batch_size': 2342, 'shuffle': True, 'beta_1': 0.4343320763652085, 'beta_2': 0.053487430113394754}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.824659687034405, 'activation': 'logistic', 'hidden_layer_sizes': (183,), 'alpha': 7.502055163279894, 'max_iter': 189, 'batch_size': 138, 'shuffle': False, 'momentum': 0.3670545651307635, 'nesterovs_momentum': False}"
21,"{'solver': 'adam', 'learning_rate_init': 5.065299663393635, 'activation': 'relu', 'hidden_layer_sizes': (90, 71, 91, 141), 'alpha': 7.225852579281116, 'max_iter': 437, 'batch_size': 3460, 'shuffle': False, 'beta_1': 0.46954241461431645, 'beta_2': 0.45404007584451}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.95055845354401, 'activation': 'logistic', 'hidden_layer_sizes': (194,), 'alpha': 5.027888343163135, 'max_iter': 497, 'batch_size': 3794, 'shuffle': True, 'momentum': 0.6790881190278834, 'nesterovs_momentum': False}"
22,"{'solver': 'adam', 'learning_rate_init': 4.94841408187481, 'activation': 'relu', 'hidden_layer_sizes': (4,), 'alpha': 4.030980869647109, 'max_iter': 214, 'batch_size': 2085, 'shuffle': False, 'beta_1': 0.5432917902950396, 'beta_2': 0.47054325140692616}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.289110854467118, 'activation': 'logistic', 'hidden_layer_sizes': (61, 11, 182), 'alpha': 9.153415373119124, 'max_iter': 342, 'batch_size': 1191, 'shuffle': True, 'momentum': 0.5129249363342907, 'nesterovs_momentum': False}"
23,"{'solver': 'adam', 'learning_rate_init': 5.072762005678461, 'activation': 'tanh', 'hidden_layer_sizes': (81, 102, 139), 'alpha': 2.08113542189196, 'max_iter': 380, 'batch_size': 2351, 'shuffle': False, 'beta_1': 0.7577947329123631, 'beta_2': 0.5420078922040503}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.03461257179499019, 'activation': 'tanh', 'hidden_layer_sizes': (5, 17, 193, 186, 75), 'alpha': 3.2554212923862442, 'max_iter': 223, 'batch_size': 3809, 'shuffle': True, 'momentum': 0.214110964145486, 'nesterovs_momentum': False}"
24,"{'solver': 'adam', 'learning_rate_init': 8.3082695885442, 'activation': 'logistic', 'hidden_layer_sizes': (182, 188, 123), 'alpha': 4.276625395922381, 'max_iter': 393, 'batch_size': 2286, 'shuffle': False, 'beta_1': 0.8662147053078412, 'beta_2': 0.09959057483760435}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.5440671924689167, 'activation': 'logistic', 'hidden_layer_sizes': (196, 48), 'alpha': 3.029071197000471, 'max_iter': 30, 'batch_size': 271, 'shuffle': False, 'momentum': 0.6220433514695639, 'nesterovs_momentum': True}"
25,"{'solver': 'adam', 'learning_rate_init': 7.053646006736273, 'activation': 'logistic', 'hidden_layer_sizes': (49,), 'alpha': 2.755771880986956, 'max_iter': 22, 'batch_size': 3176, 'shuffle': True, 'beta_1': 0.7719841165157053, 'beta_2': 0.9749002106268956}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.388301618328252, 'activation': 'logistic', 'hidden_layer_sizes': (65,), 'alpha': 3.8041154295882276, 'max_iter': 161, 'batch_size': 4333, 'shuffle': True, 'momentum': 0.5306234203442245, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 0.45860368329194734, 'activation': 'logistic', 'hidden_layer_sizes': (125, 187, 16, 14, 121), 'alpha': 6.936122267432373, 'max_iter': 328, 'batch_size': 2398, 'shuffle': True, 'beta_1': 0.42473187261218365, 'beta_2': 0.6899267067541254}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.3961104950818344, 'activation': 'relu', 'hidden_layer_sizes': (6, 188), 'alpha': 2.601586011697955, 'max_iter': 401, 'batch_size': 877, 'shuffle': False, 'momentum': 0.7286595138285842, 'nesterovs_momentum': False}"
27,"{'solver': 'adam', 'learning_rate_init': 6.962872871844113, 'activation': 'logistic', 'hidden_layer_sizes': (57, 133), 'alpha': 0.46039684888335475, 'max_iter': 255, 'batch_size': 2597, 'shuffle': False, 'beta_1': 0.784343181319661, 'beta_2': 0.4933176612532357}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.1750919468736125, 'activation': 'logistic', 'hidden_layer_sizes': (96, 152, 102, 58), 'alpha': 3.0415833234822856, 'max_iter': 208, 'batch_size': 1219, 'shuffle': True, 'momentum': 0.8963317517963759, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 3.3490711716342094, 'activation': 'logistic', 'hidden_layer_sizes': (14, 77, 5, 140), 'alpha': 0.22323582652209167, 'max_iter': 483, 'batch_size': 4184, 'shuffle': False, 'beta_1': 0.046459529508846784, 'beta_2': 0.21023671370667874}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.510973356855037, 'activation': 'relu', 'hidden_layer_sizes': (22, 150, 186), 'alpha': 5.136327420246108, 'max_iter': 357, 'batch_size': 4403, 'shuffle': False, 'momentum': 0.263396947491381, 'nesterovs_momentum': True}"
29,"{'solver': 'adam', 'learning_rate_init': 0.1224735202104281, 'activation': 'tanh', 'hidden_layer_sizes': (66, 114, 13, 128), 'alpha': 8.658813848689917, 'max_iter': 209, 'batch_size': 80, 'shuffle': False, 'beta_1': 0.1625700371435976, 'beta_2': 0.9131706073073617}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.685047557157871, 'activation': 'relu', 'hidden_layer_sizes': (148, 17), 'alpha': 6.6510941587366945, 'max_iter': 441, 'batch_size': 1471, 'shuffle': False, 'momentum': 0.657289802419741, 'nesterovs_momentum': True}"
